level_0,index,Product Name,Description,Reviewer Name,Review Title,Review,Date,Rating,Verified Purchase,Helpful Votes,compound_df_import,positive_df_import,negative_df_import,neutral_sentiment_df_import,anger_df_import,disgust_df_import,fear_df_import,joy_df_import,neutral_df_import,sadness_df_import,surprise_df_import,compound_df_reviews,positive_df_reviews,negative_df_reviews,neutral_sentiment_df_reviews,anger_df_emotions,disgust_df_emotions,fear_df_emotions,joy_df_emotions,neutral_df_emotions,sadness_df_emotions,surprise_df_emotions
131,131,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,Jennifer Rice,These Wipes Are Small But Wet,"I ordered these wipes to help me change my ostomy bag before I had gotten my order from my regular company. These wipes are very small, just over 1"" square, but they are very wet. I take the package and empty the liquid from inside onto my skin around the stoma to help release the barrier ring stickiness.It helps because the other wipes I get are drier.",7/30/2023,4.0,Yes,2,0.705,0.124,0.056,0.82,0.011978942900896,0.361587643623352,0.0063647991046309,0.005230011884123,0.5854984521865845,0.0202634539455175,0.0090767443180084,0.705,0.124,0.056,0.82,0.011978930793702602,0.36158737540245056,0.006364799104630947,0.005230011884123087,0.5854986906051636,0.02026345394551754,0.009076743386685848
132,132,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,JOANNA,Cleans without leaving a film,Hollister Adhesive & Barrier Remover Wipes cleans without the scrubbing or irritation to skin.,5/3/2024,5.0,Yes,0,-0.5859,0.0,0.304,0.696,0.1935371458530426,0.2683999836444855,0.005486317910254,0.0060348859988152,0.4680780172348022,0.0497124120593071,0.0087511595338583,-0.5859,0.0,0.304,0.696,0.1935376077890396,0.2683999240398407,0.005486323963850737,0.006034876685589552,0.46807771921157837,0.049712423235177994,0.008751155808568
133,133,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,Da Kine,Game Changer Over Isopropyl Alcohol And Cotton Rounds,"Love this❣️ Was introduced to this product in the hospital when surgery adhesive dressing was removed, and my post-op discharge supplies contained several of these packets. Each contains a sturdy wipe in a solution, which does not leave linty residue behind as when using a cotton round/square soaked in alcohol. For me, the solution very easily removes the adhesive with no hard scrubbing, sting or irritation.My hormonal medication comes in the form of weekly patches and thanks to this product I no longer struggle to remove the adhesive left behind when changing them. These pads also remove the adhesive from clothing.HINT: Hold the packet upright and carefully tear open the top and remove the folded wipe. Leave the packet standing upright because there is enough solution remaining to re-wet the wipe. The solution does evaporate quickly and when the wipe becomes dry, you may re-wet the wipe with the remaining solution.",9/3/2022,5.0,Yes,3,0.9376,0.155,0.056,0.789,0.4297082126140594,0.258526861667633,0.0067752287723124,0.0038397905882447,0.2869182229042053,0.0101767322048544,0.00405501620844,0.9376,0.155,0.056,0.789,0.42970889806747437,0.25852638483047485,0.006775224581360817,0.003839793149381876,0.2869180142879486,0.010176735930144787,0.004055011086165905
134,134,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,Melissa S.,Best adhesive removal,"I have tried every brand out there. I have a colostomy and a urostomy, and I go through many different wipes and sprays. This wipe will remove all the adhesive from one ostomy with just one wipe. Whereas other wipes I’ve had to use multiple and sprays are useless I highly suggest these wipes, their sting, free, easy to hold And do the job right the first time",10/20/2023,5.0,Yes,5,0.5267,0.091,0.041,0.868,0.6749935150146484,0.2251197844743728,0.0094385258853435,0.0028814526740461,0.0760790780186653,0.0091172410175204,0.0023704126942902,0.5267,0.091,0.041,0.868,0.6749936938285828,0.2251196652650833,0.009438524954020977,0.0028814496472477913,0.07607897371053696,0.00911723356693983,0.0023704101331532
135,135,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,Jessalynn,No residue adhesive removal,"My child has a cereal line, and I’ve been using these wipes for their whole life to change their cvl dressing. I like these wipes because they work very well, don’t smell, and don’t leave behind any residue or grease. The new dressing adheres without a problem.",12/14/2023,5.0,Yes,0,0.7141,0.148,0.025,0.827,0.0141671849414706,0.3054017722606659,0.0039117597043514,0.0199916921555995,0.6430313587188721,0.0100656598806381,0.0034305108711123,0.7141,0.148,0.025,0.827,0.014167187735438347,0.3054024279117584,0.003911762498319149,0.01999169960618019,0.6430307030677795,0.010065672919154167,0.0034305157605558634
136,136,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,Micha S.,Works as Expected,Works as expected.  Effective. Convenient;  The right size wipe for my needs.  No waste.  I wear a medical device that needs to be removed and replaced every couple of days.  These wipes work well and do not irritate my skin in any way.,6/7/2023,4.0,Yes,2,0.3678,0.155,0.103,0.742,0.1647389084100723,0.1226925998926162,0.0052954284474253,0.2302366644144058,0.4461703300476074,0.0217282697558403,0.009137843735516,0.3678,0.155,0.103,0.742,0.164738729596138,0.12269248068332672,0.005295422859489918,0.23023700714111328,0.4461703300476074,0.02172825299203396,0.009137853048741817
137,137,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,Mc attk,Effectiveness and ease of use,Liked everything about it,3/3/2024,5.0,Yes,0,0.4215,0.483,0.0,0.517,0.0092039071023464,0.0160657037049531,0.0017181155271828,0.8539127111434937,0.0889166295528411,0.0080545814707875,0.0221283659338951,0.4215,0.483,0.0,0.517,0.0092038968577981,0.016065698117017746,0.0017181127332150936,0.8539126515388489,0.08891674876213074,0.00805456843227148,0.022128373384475708
138,138,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,A. MILNE,Works as advertised,Does the job.,2/18/2024,5.0,Yes,0,0.0,0.0,0.0,1.0,0.0333112478256225,0.0849337875843048,0.0056225508451461,0.06342064589262,0.7490024566650391,0.0438055731356143,0.0199037380516529,0.0,0.0,0.0,1.0,0.03331124782562256,0.08493367582559586,0.005622546654194593,0.06342045962810516,0.749002993106842,0.04380546137690544,0.019903702661395073
139,139,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,Derek,Little pricey but they work,Purchased to help remove some adhesive I had leftover on my body from surgical dressings recently. They were a little more than I liked paying but they're high quality and get the job done. Also can't best that they were delivered next day for me.,4/2/2023,4.0,Yes,0,-0.4204,0.079,0.096,0.824,0.005685206502676,0.007505094166845,0.0012750736204907,0.5591068863868713,0.3217448592185974,0.0147785628214478,0.0899043679237365,-0.4204,0.079,0.096,0.824,0.005685203708708286,0.007505088113248348,0.001275074784643948,0.5591069459915161,0.3217448890209198,0.014778554439544678,0.08990434557199478
140,140,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,Donna,Non-alcohol adhesive remover,Just like the ones I got from the hospital easy to use,12/9/2023,5.0,Yes,0,0.6597,0.375,0.0,0.625,0.0049598063342273,0.0021695515606552,0.0014293752610683,0.0515029989182949,0.8989850282669067,0.0077353804372251,0.0332178808748722,0.6597,0.375,0.0,0.625,0.004959802608937025,0.0021695501636713743,0.0014293763088062406,0.051502861082553864,0.8989852070808411,0.007735385559499264,0.033217884600162506
141,141,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,Angie Pierce,Adhesive remover,The product works well..the only complaint I have is the pads should be larger..have to use 2 to 3 for cleanup..small and hard to handle..,5/27/2023,4.0,Yes,2,-0.3818,0.0,0.153,0.847,0.0238996353000402,0.0092405788600444,0.0037789102643728,0.046139683574438,0.1198626607656478,0.5926216244697571,0.204456940293312,-0.3818,0.0,0.153,0.847,0.0238996222615242,0.009240563958883286,0.0037789095658808947,0.046139612793922424,0.11986231058835983,0.5926221013069153,0.20445682108402252
142,142,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,Molly,Removes bandages and medical tape without tearing skin.,This product is excellent at removing bandages without harming sensitive skin.,11/30/2023,5.0,Yes,0,0.7666,0.424,0.0,0.576,0.0095786992460489,0.1423183232545852,0.0086771082133054,0.0214223265647888,0.7873305082321167,0.0239901226013898,0.0066828946582973,0.7666,0.424,0.0,0.576,0.009578694589436054,0.14231832325458527,0.008677112869918346,0.02142232656478882,0.7873305082321167,0.02399013377726078,0.006682891398668289
143,143,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,Malina D Crowe,Adhesive remover,The only thing I dislike is that it's small. I like the fact that it takes the hardest to remove products off and any residue left behind. It also doesn't sting or irritate.,8/25/2023,5.0,Yes,0,0.3031,0.136,0.073,0.79,0.6938705444335938,0.263257622718811,0.0023196863476186,0.0025092556606978,0.0307911001145839,0.006011423189193,0.0012403250439092,0.3031,0.136,0.073,0.79,0.6938706040382385,0.2632574737071991,0.0023196879774332047,0.0025092537980526686,0.03079109825193882,0.006011421792209148,0.0012403264408931136
144,144,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,Patricia A. Dobbins,,My insurance company will not pay for this and will send something else in its place which does not work for me and this does.,9/21/2023,5.0,Yes,0,0.0762,0.051,0.0,0.949,0.1124806776642799,0.0695549324154853,0.0093526784330606,0.0024558608420193,0.3827526569366455,0.4057066440582275,0.0176966022700071,0.0762,0.051,0.0,0.949,0.11248064041137695,0.06955498456954956,0.009352675639092922,0.002455859910696745,0.38275256752967834,0.4057066738605499,0.017696600407361984
145,145,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,Cynthia H. Pelphrey,Excellent,I can count on this product to be consistently effective in removing the glue used for my Dexcon insulin system.  Thank you!,9/29/2023,5.0,Yes,0,0.7088,0.237,0.0,0.763,0.0048818499781191,0.0015123828779906,0.0011140221031382,0.8858011960983276,0.0601080246269702,0.0049142930656671,0.0416681878268718,0.7088,0.237,0.0,0.763,0.004881852772086859,0.001512383809313178,0.0011140222195535898,0.8858012557029724,0.06010794639587402,0.00491429353132844,0.04166817292571068
146,146,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,Indio Bk Luvr,EXCELLENT PRODUCT,Excellent product.  Have NEVER had a problem with this item!!!!,10/24/2023,5.0,Yes,0,0.7979,0.504,0.0,0.496,0.0316646769642829,0.0037034440319985,0.033297523856163,0.1114636808633804,0.4624853432178497,0.0666411519050598,0.2907442152500152,0.7979,0.504,0.0,0.496,0.03166472911834717,0.003703450784087181,0.03329767286777496,0.11146385222673416,0.46248483657836914,0.06664136052131653,0.29074418544769287
147,147,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,Dina,Best remover wipes for my T1d daughter,"This wipe is great. My 3 year old has type 1 diabetes and has a lot of allergic reactions to the adhesives in her Dexcom/omnipod. These wipes are excellent, very gentle on her skin. We’ve tried so many other products and this is the only one that works for us. There’s enough liquid to soak the patch before removing it. Highly recommend!",9/17/2022,5.0,Yes,0,0.9166,0.2,0.031,0.768,0.008145423606038,0.0570689849555492,0.0036787411663681,0.0779534727334976,0.8332680463790894,0.0097491620108485,0.0101361963897943,0.9166,0.2,0.031,0.768,0.008145423606038094,0.057068921625614166,0.003678741166368127,0.0779535323381424,0.8332680463790894,0.009749152697622776,0.010136215016245842
148,148,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,KMass,The Best!,This is the best adhesive remover ever! Works so good and so quickly!,9/18/2023,5.0,Yes,0,0.8599,0.437,0.0,0.563,0.0219189990311861,0.0103930542245507,0.0013343670871108,0.4069726467132568,0.3484693467617035,0.0060084532015025,0.2049032002687454,0.8599,0.437,0.0,0.563,0.02191900834441185,0.010393036529421806,0.0013343695318326354,0.4069725573062897,0.3484690189361572,0.006008455064147711,0.2049035280942917
149,149,"Adapt Adhesive and Barrier Remover 50 per Box 7760, 50 Ct",Item #: 507760. Universal remover wipes for adhesives and barriers (50 wipes). Increases the ease of adhesive and barrier removal.,L. Darwin,Use for mouth taping due to obstructive sleep apnea,"Use this to tape my mouth shut at night horizontally so my mouth won’t fall open due to sleep apnea. This enables me to use nasal pillows instead of a full face mask. I turn the ends under before applying so that I can easily pull the tab and remove in the morning. Much less expensive than the official sleep apnea mouth tape. Slightly breathable as well, without defeating the purpose. I also use adhesive remover pads intended for ostomy supplies to remove adhesive residue in the morning. Otherwise the sticky leftovers show up when I apply makeup.",7/28/2021,5.0,Yes,0,0.6892,0.069,0.0,0.931,0.0099856071174144,0.0780829414725303,0.0079237008467316,0.0066138799302279,0.8816282153129578,0.0089031737297773,0.006862458307296,0.6892,0.069,0.0,0.931,0.00998561643064022,0.07808297127485275,0.007923702709376812,0.006613885052502155,0.881628155708313,0.008903170004487038,0.00686245784163475
